A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2/12/2017 4:00,2017,2,12,4,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 5:00,2017,2,12,5,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 6:00,2017,2,12,6,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 7:00,2017,2,12,7,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 8:00,2017,2,12,8,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 9:00,2017,2,12,9,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 10:00,2017,2,12,10,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 11:00,2017,2,12,11,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 12:00,2017,2,12,12,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 13:00,2017,2,12,13,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 14:00,2017,2,12,14,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 15:00,2017,2,12,15,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 16:00,2017,2,12,16,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 17:00,2017,2,12,17,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 18:00,2017,2,12,18,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 19:00,2017,2,12,19,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 20:00,2017,2,12,20,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 21:00,2017,2,12,21,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 22:00,2017,2,12,22,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/12/2017 23:00,2017,2,12,23,178,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 0:00,2017,2,13,0,187,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 1:00,2017,2,13,1,207,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 2:00,2017,2,13,2,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 3:00,2017,2,13,3,225,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 4:00,2017,2,13,4,211,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 5:00,2017,2,13,5,152,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 6:00,2017,2,13,6,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 7:00,2017,2,13,7,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 8:00,2017,2,13,8,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 9:00,2017,2,13,9,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 10:00,2017,2,13,10,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 11:00,2017,2,13,11,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 12:00,2017,2,13,12,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 13:00,2017,2,13,13,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 14:00,2017,2,13,14,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 15:00,2017,2,13,15,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 16:00,2017,2,13,16,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 17:00,2017,2,13,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2/13/2017 18:00,2017,2,13,18,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 19:00,2017,2,13,19,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 20:00,2017,2,13,20,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 21:00,2017,2,13,21,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 22:00,2017,2,13,22,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/13/2017 23:00,2017,2,13,23,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 0:00,2017,2,14,0,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 1:00,2017,2,14,1,152,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 2:00,2017,2,14,2,168,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 3:00,2017,2,14,3,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 4:00,2017,2,14,4,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 5:00,2017,2,14,5,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 6:00,2017,2,14,6,147,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 7:00,2017,2,14,7,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 8:00,2017,2,14,8,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 9:00,2017,2,14,9,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 10:00,2017,2,14,10,190,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 11:00,2017,2,14,11,210,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 12:00,2017,2,14,12,226,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 13:00,2017,2,14,13,197,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 14:00,2017,2,14,14,196,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 15:00,2017,2,14,15,199,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 16:00,2017,2,14,16,208,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 17:00,2017,2,14,17,204,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 18:00,2017,2,14,18,203,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 19:00,2017,2,14,19,204,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 20:00,2017,2,14,20,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 21:00,2017,2,14,21,229,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 22:00,2017,2,14,22,237,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/14/2017 23:00,2017,2,14,23,257,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 0:00,2017,2,15,0,266,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 1:00,2017,2,15,1,249,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 2:00,2017,2,15,2,237,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 3:00,2017,2,15,3,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 4:00,2017,2,15,4,235,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 5:00,2017,2,15,5,248,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 6:00,2017,2,15,6,240,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 7:00,2017,2,15,7,232,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 8:00,2017,2,15,8,229,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 9:00,2017,2,15,9,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 10:00,2017,2,15,10,238,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 11:00,2017,2,15,11,264,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 12:00,2017,2,15,12,242,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 13:00,2017,2,15,13,215,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 14:00,2017,2,15,14,215,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 15:00,2017,2,15,15,217,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 16:00,2017,2,15,16,216,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 17:00,2017,2,15,17,235,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 18:00,2017,2,15,18,242,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 19:00,2017,2,15,19,243,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 20:00,2017,2,15,20,252,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 21:00,2017,2,15,21,263,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 22:00,2017,2,15,22,260,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/15/2017 23:00,2017,2,15,23,267,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 0:00,2017,2,16,0,271,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 1:00,2017,2,16,1,254,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 2:00,2017,2,16,2,270,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 3:00,2017,2,16,3,256,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 4:00,2017,2,16,4,264,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 5:00,2017,2,16,5,259,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 6:00,2017,2,16,6,266,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 7:00,2017,2,16,7,248,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 8:00,2017,2,16,8,179,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 9:00,2017,2,16,9,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 10:00,2017,2,16,10,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 11:00,2017,2,16,11,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 12:00,2017,2,16,12,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 13:00,2017,2,16,13,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 14:00,2017,2,16,14,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 15:00,2017,2,16,15,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 16:00,2017,2,16,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 17:00,2017,2,16,17,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 18:00,2017,2,16,18,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 19:00,2017,2,16,19,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 20:00,2017,2,16,20,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 21:00,2017,2,16,21,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 22:00,2017,2,16,22,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/16/2017 23:00,2017,2,16,23,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 0:00,2017,2,17,0,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 1:00,2017,2,17,1,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 2:00,2017,2,17,2,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 3:00,2017,2,17,3,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 4:00,2017,2,17,4,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 5:00,2017,2,17,5,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 6:00,2017,2,17,6,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 7:00,2017,2,17,7,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 8:00,2017,2,17,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 9:00,2017,2,17,9,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 10:00,2017,2,17,10,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 11:00,2017,2,17,11,2,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 12:00,2017,2,17,12,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 13:00,2017,2,17,13,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 14:00,2017,2,17,14,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 15:00,2017,2,17,15,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 16:00,2017,2,17,16,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 17:00,2017,2,17,17,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 18:00,2017,2,17,18,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 19:00,2017,2,17,19,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 20:00,2017,2,17,20,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 21:00,2017,2,17,21,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 22:00,2017,2,17,22,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/17/2017 23:00,2017,2,17,23,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 0:00,2017,2,18,0,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 1:00,2017,2,18,1,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 2:00,2017,2,18,2,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 3:00,2017,2,18,3,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 4:00,2017,2,18,4,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 5:00,2017,2,18,5,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 6:00,2017,2,18,6,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 7:00,2017,2,18,7,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 8:00,2017,2,18,8,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 9:00,2017,2,18,9,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 10:00,2017,2,18,10,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 11:00,2017,2,18,11,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 12:00,2017,2,18,12,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 13:00,2017,2,18,13,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 14:00,2017,2,18,14,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 15:00,2017,2,18,15,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 16:00,2017,2,18,16,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 17:00,2017,2,18,17,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 18:00,2017,2,18,18,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 19:00,2017,2,18,19,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 20:00,2017,2,18,20,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 21:00,2017,2,18,21,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 22:00,2017,2,18,22,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/18/2017 23:00,2017,2,18,23,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 0:00,2017,2,19,0,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 1:00,2017,2,19,1,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 2:00,2017,2,19,2,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 3:00,2017,2,19,3,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 4:00,2017,2,19,4,170,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 5:00,2017,2,19,5,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 6:00,2017,2,19,6,166,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 7:00,2017,2,19,7,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 8:00,2017,2,19,8,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 9:00,2017,2,19,9,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 10:00,2017,2,19,10,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 11:00,2017,2,19,11,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 12:00,2017,2,19,12,172,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 13:00,2017,2,19,13,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 14:00,2017,2,19,14,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 15:00,2017,2,19,15,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 16:00,2017,2,19,16,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 17:00,2017,2,19,17,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 18:00,2017,2,19,18,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 19:00,2017,2,19,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 20:00,2017,2,19,20,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 21:00,2017,2,19,21,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 22:00,2017,2,19,22,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/19/2017 23:00,2017,2,19,23,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 0:00,2017,2,20,0,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 1:00,2017,2,20,1,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 2:00,2017,2,20,2,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 3:00,2017,2,20,3,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 4:00,2017,2,20,4,2,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 5:00,2017,2,20,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 6:00,2017,2,20,6,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 7:00,2017,2,20,7,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 8:00,2017,2,20,8,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 9:00,2017,2,20,9,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 10:00,2017,2,20,10,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 11:00,2017,2,20,11,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 12:00,2017,2,20,12,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 13:00,2017,2,20,13,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 14:00,2017,2,20,14,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 15:00,2017,2,20,15,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 16:00,2017,2,20,16,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 17:00,2017,2,20,17,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 18:00,2017,2,20,18,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 19:00,2017,2,20,19,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 20:00,2017,2,20,20,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 21:00,2017,2,20,21,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 22:00,2017,2,20,22,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/20/2017 23:00,2017,2,20,23,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 0:00,2017,2,21,0,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 1:00,2017,2,21,1,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 2:00,2017,2,21,2,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 3:00,2017,2,21,3,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 4:00,2017,2,21,4,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 5:00,2017,2,21,5,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 6:00,2017,2,21,6,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 7:00,2017,2,21,7,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 8:00,2017,2,21,8,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 9:00,2017,2,21,9,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 10:00,2017,2,21,10,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 11:00,2017,2,21,11,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 12:00,2017,2,21,12,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 13:00,2017,2,21,13,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 14:00,2017,2,21,14,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 15:00,2017,2,21,15,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 16:00,2017,2,21,16,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 17:00,2017,2,21,17,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 18:00,2017,2,21,18,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 19:00,2017,2,21,19,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 20:00,2017,2,21,20,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 21:00,2017,2,21,21,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 22:00,2017,2,21,22,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/21/2017 23:00,2017,2,21,23,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 0:00,2017,2,22,0,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 1:00,2017,2,22,1,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 2:00,2017,2,22,2,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 3:00,2017,2,22,3,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 4:00,2017,2,22,4,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 5:00,2017,2,22,5,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 6:00,2017,2,22,6,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 7:00,2017,2,22,7,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 8:00,2017,2,22,8,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 9:00,2017,2,22,9,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 10:00,2017,2,22,10,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 11:00,2017,2,22,11,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 12:00,2017,2,22,12,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 13:00,2017,2,22,13,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 14:00,2017,2,22,14,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 15:00,2017,2,22,15,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 16:00,2017,2,22,16,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 17:00,2017,2,22,17,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 18:00,2017,2,22,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 19:00,2017,2,22,19,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 20:00,2017,2,22,20,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 21:00,2017,2,22,21,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 22:00,2017,2,22,22,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/22/2017 23:00,2017,2,22,23,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 0:00,2017,2,23,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 1:00,2017,2,23,1,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 2:00,2017,2,23,2,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 3:00,2017,2,23,3,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 4:00,2017,2,23,4,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 5:00,2017,2,23,5,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 6:00,2017,2,23,6,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 7:00,2017,2,23,7,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 8:00,2017,2,23,8,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 9:00,2017,2,23,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 10:00,2017,2,23,10,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 11:00,2017,2,23,11,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 12:00,2017,2,23,12,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 13:00,2017,2,23,13,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 14:00,2017,2,23,14,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 15:00,2017,2,23,15,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 16:00,2017,2,23,16,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 17:00,2017,2,23,17,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 18:00,2017,2,23,18,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 19:00,2017,2,23,19,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 20:00,2017,2,23,20,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 21:00,2017,2,23,21,35,µg/m³,1 Hr,Valid
